grid_id,date,no2_level
"7693,2878",2022-04-01,5.952484526222131E-5
"7698,2878",2022-04-01,6.061475211378643E-5
"7703,2878",2022-04-01,5.978181967268829E-5
"7708,2878",2022-04-01,6.320962065329055E-5
"7713,2878",2022-04-01,6.750025865972556E-5
"7718,2878",2022-04-01,6.261621110300355E-5
"7723,2878",2022-04-01,6.50549163609839E-5
"7728,2878",2022-04-01,6.541252205021042E-5
"7693,2883",2022-04-01,5.1778824972343495E-5
"7698,2883",2022-04-01,5.7211000892228794E-5
"7703,2883",2022-04-01,5.5714772702071655E-5
"7708,2883",2022-04-01,5.3317953087131526E-5
"7713,2883",2022-04-01,6.171771309959033E-5
"7718,2883",2022-04-01,6.306118118792005E-5
"7723,2883",2022-04-01,6.789669128314557E-5
"7703,2888",2022-04-01,5.5971312241409753E-5
"7708,2888",2022-04-01,5.313901504908283E-5
"7713,2888",2022-04-01,7.278110840270258E-5
"7718,2888",2022-04-01,6.574396272575629E-5
"7723,2888",2022-04-01,5.890588733542602E-5
"7713,2843",2022-04-01,9.166750957952998E-5
"7718,2843",2022-04-01,1.0898248079498658E-4
"7723,2843",2022-04-01,1.1610518677771665E-4
"7708,2848",2022-04-01,9.361501764051773E-5
"7713,2848",2022-04-01,9.377872544448885E-5
"7718,2848",2022-04-01,1.2265990064945384E-4
"7723,2848",2022-04-01,1.2696410659990243E-4
"7728,2848",2022-04-01,1.284248983902725E-4
"7733,2848",2022-04-01,1.6502655783686308E-4
"7688,2853",2022-04-01,6.363253685844107E-5
"7693,2853",2022-04-01,6.14085573037619E-5
"7698,2853",2022-04-01,6.144067745866521E-5
"7703,2853",2022-04-01,8.814675487264443E-5
"7708,2853",2022-04-01,9.380432913925844E-5
"7713,2853",2022-04-01,9.569378162955843E-5
"7718,2853",2022-04-01,1.3705666996521607E-4
"7723,2853",2022-04-01,1.3764104574620685E-4
"7728,2853",2022-04-01,1.439914401644187E-4
"7733,2853",2022-04-01,1.7357751299800205E-4
"7683,2858",2022-04-01,5.7769499451407744E-5
"7688,2858",2022-04-01,6.74663612331807E-5
"7693,2858",2022-04-01,7.083240422677285E-5
"7698,2858",2022-04-01,7.120190213435973E-5
"7703,2858",2022-04-01,8.91175819631641E-5
"7708,2858",2022-04-01,9.002878967596917E-5
"7713,2858",2022-04-01,9.966089390355548E-5
"7718,2858",2022-04-01,1.4127206341547633E-4
"7723,2858",2022-04-01,1.4127690863727712E-4
"7728,2858",2022-04-01,1.503528850945836E-4
"7733,2858",2022-04-01,1.687620750683194E-4
"7688,2863",2022-04-01,6.968237403786278E-5
"7693,2863",2022-04-01,6.901389342894892E-5
"7698,2863",2022-04-01,7.150024393873087E-5
"7703,2863",2022-04-01,8.675139707931451E-5
"7708,2863",2022-04-01,8.673438124472836E-5
"7713,2863",2022-04-01,1.0236419474668607E-4
"7718,2863",2022-04-01,1.3253768252405093E-4
"7723,2863",2022-04-01,1.3247629785562924E-4
"7728,2863",2022-04-01,1.4002961478493285E-4
"7733,2863",2022-04-01,1.4811918404526508E-4
"7693,2868",2022-04-01,6.93379822520157E-5
"7698,2868",2022-04-01,6.941530293089048E-5
"7703,2868",2022-04-01,7.022074731247879E-5
"7708,2868",2022-04-01,7.014672991921101E-5
"7713,2868",2022-04-01,9.216160008739937E-5
"7718,2868",2022-04-01,1.1439307055376941E-4
"7723,2868",2022-04-01,1.1428456579713966E-4
"7728,2868",2022-04-01,1.1435957386756442E-4
"7733,2868",2022-04-01,1.1445256380964129E-4
"7693,2873",2022-04-01,7.551017735276831E-5
"7698,2873",2022-04-01,7.210098690286185E-5
"7703,2873",2022-04-01,6.807065920749457E-5
"7708,2873",2022-04-01,6.806832953834523E-5
"7713,2873",2022-04-01,8.013233609839385E-5
"7718,2873",2022-04-01,8.6736282364061E-5
"7723,2873",2022-04-01,8.65816588141579E-5
"7728,2873",2022-04-01,8.175381863464393E-5
"7733,2873",2022-04-01,8.038775207092903E-5
"7693,2878",2022-04-01,6.194965865052289E-5
"7698,2878",2022-04-01,5.9184577950034606E-5
"7703,2878",2022-04-01,5.7348895060735334E-5
"7708,2878",2022-04-01,5.732862300108166E-5
"7713,2878",2022-04-01,7.381719099399018E-5
"7718,2878",2022-04-01,7.767353128482859E-5
"7723,2878",2022-04-01,7.751056551652628E-5
"7728,2878",2022-04-01,6.841740086481566E-5
"7693,2883",2022-04-01,5.4568383312473806E-5
"7698,2883",2022-04-01,5.682695004095878E-5
"7703,2883",2022-04-01,5.747282774317582E-5
"7708,2883",2022-04-01,5.760903798321692E-5
"7713,2883",2022-04-01,6.638991204474984E-5
"7718,2883",2022-04-01,6.683362303916464E-5
"7723,2883",2022-04-01,6.572652422292985E-5
"7703,2888",2022-04-01,5.865382652170973E-5
"7708,2888",2022-04-01,5.902736029949746E-5
"7713,2888",2022-04-01,6.16481359369375E-5
"7718,2888",2022-04-01,6.16203796117168E-5
"7723,2888",2022-04-01,6.108455886107668E-5
"7713,2843",2022-04-02,9.929678893948612E-5
"7718,2843",2022-04-02,7.01860168896305E-5
"7723,2843",2022-04-02,7.380683501481851E-5
"7708,2848",2022-04-02,1.4936497945576189E-4
"7713,2848",2022-04-02,1.2811429073210538E-4
"7718,2848",2022-04-02,1.0354651097634587E-4
"7723,2848",2022-04-02,9.264039826646455E-5
"7728,2848",2022-04-02,8.9686789816167E-5
"7733,2848",2022-04-02,9.311496419359112E-5
"7688,2853",2022-04-02,6.220995492178276E-5
"7693,2853",2022-04-02,6.98203077328717E-5
"7698,2853",2022-04-02,8.644455337269766E-5
"7703,2853",2022-04-02,1.0398923900957102E-4
"7708,2853",2022-04-02,1.3358808038328938E-4
"7713,2853",2022-04-02,1.4186529629145198E-4
"7718,2853",2022-04-02,1.4399650253887845E-4
"7723,2853",2022-04-02,1.4460918608058404E-4
"7728,2853",2022-04-02,1.4277786024291829E-4
"7733,2853",2022-04-02,1.42904868728708E-4
"7683,2858",2022-04-02,5.867706279708565E-5
"7688,2858",2022-04-02,6.117195998976418E-5
"7693,2858",2022-04-02,6.684849380899177E-5
"7698,2858",2022-04-02,8.959320505345679E-5
"7703,2858",2022-04-02,1.052299191545365E-4
"7708,2858",2022-04-02,1.2053830521925025E-4
"7713,2858",2022-04-02,1.4884728223351007E-4
"7718,2858",2022-04-02,1.6336289510548126E-4
"7723,2858",2022-04-02,1.7983454122620694E-4
"7728,2858",2022-04-02,2.2257451654001355E-4
"7733,2858",2022-04-02,2.0486813547222085E-4
"7688,2863",2022-04-02,6.597589486920812E-5
"7693,2863",2022-04-02,6.685250405012842E-5
"7698,2863",2022-04-02,8.83356612663672E-5
"7703,2863",2022-04-02,1.0741277280214665E-4
"7708,2863",2022-04-02,1.2489248753371282E-4
"7713,2863",2022-04-02,1.4429180883796872E-4
"7718,2863",2022-04-02,1.587621635253751E-4
"7723,2863",2022-04-02,1.884065959526426E-4
"7728,2863",2022-04-02,2.5181841497190103E-4
"7733,2863",2022-04-02,2.469667148494751E-4
"7693,2868",2022-04-02,6.621169512445543E-5
"7698,2868",2022-04-02,8.413183906972559E-5
"7703,2868",2022-04-02,1.0258379278135043E-4
"7708,2868",2022-04-02,1.2168089223548242E-4
"7713,2868",2022-04-02,1.473073559440169E-4
"7718,2868",2022-04-02,1.8171195864907525E-4
"7723,2868",2022-04-02,2.162688020508112E-4
"7728,2868",2022-04-02,2.5581038553789087E-4
"7733,2868",2022-04-02,2.672922617699847E-4
"7693,2873",2022-04-02,6.414088639581149E-5
"7698,2873",2022-04-02,7.393297055154469E-5
"7703,2873",2022-04-02,9.627894873188567E-5
"7708,2873",2022-04-02,1.0670776614629682E-4
"7713,2873",2022-04-02,1.229594061764471E-4
"7718,2873",2022-04-02,1.6936856977049045E-4
"7723,2873",2022-04-02,1.7928158560307958E-4
"7728,2873",2022-04-02,1.854933362023683E-4
"7733,2873",2022-04-02,1.9420969216646735E-4
"7693,2878",2022-04-02,5.699401363055681E-5
"7698,2878",2022-04-02,6.031400768665167E-5
"7703,2878",2022-04-02,7.93306203699029E-5
"7708,2878",2022-04-02,8.642183516312626E-5
"7713,2878",2022-04-02,9.805525589179203E-5
"7718,2878",2022-04-02,1.2417875018976192E-4
"7723,2878",2022-04-02,1.3923997628080608E-4
"7728,2878",2022-04-02,1.3481398590368547E-4
"7693,2883",2022-04-02,5.222215075465896E-5
"7698,2883",2022-04-02,5.9652472688044025E-5
"7703,2883",2022-04-02,7.130326389550848E-5
"7708,2883",2022-04-02,8.433732730062546E-5
"7713,2883",2022-04-02,8.5976901338211E-5
"7718,2883",2022-04-02,8.723720447413168E-5
"7723,2883",2022-04-02,9.589067919224593E-5
"7703,2888",2022-04-02,6.338348703287731E-5
"7708,2888",2022-04-02,6.712817666807348E-5
"7713,2888",2022-04-02,7.373792873754254E-5
"7718,2888",2022-04-02,7.835960948093347E-5
"7723,2888",2022-04-02,8.487246214203605E-5
"7713,2843",2022-04-03,1.0570598710294375E-4
"7718,2843",2022-04-03,1.152130053974933E-4
"7723,2843",2022-04-03,1.1242991793017861E-4
"7708,2848",2022-04-03,1.0798924641178129E-4
"7713,2848",2022-04-03,1.2208149270097503E-4
"7718,2848",2022-04-03,1.282524736377853E-4
"7723,2848",2022-04-03,1.3410098257525522E-4
"7728,2848",2022-04-03,1.6312544761024208E-4
"7733,2848",2022-04-03,1.9309776459156087E-4
"7688,2853",2022-04-03,7.418737196388897E-5
"7693,2853",2022-04-03,7.04600155595221E-5
"7698,2853",2022-04-03,7.671542399593236E-5
"7703,2853",2022-04-03,7.97963030692288E-5
"7708,2853",2022-04-03,1.167441117075518E-4
"7713,2853",2022-04-03,1.2272397242925876E-4
"7718,2853",2022-04-03,1.3275973042508525E-4
"7723,2853",2022-04-03,1.4902233208226865E-4
"7728,2853",2022-04-03,1.847829880144237E-4
"7733,2853",2022-04-03,2.096562930339777E-4
"7683,2858",2022-04-03,6.551268378898953E-5
"7688,2858",2022-04-03,6.592996569223668E-5
"7693,2858",2022-04-03,5.946657271375712E-5
"7698,2858",2022-04-03,6.616561053837318E-5
"7703,2858",2022-04-03,9.00317375845412E-5
"7708,2858",2022-04-03,1.1054255270394317E-4
"7713,2858",2022-04-03,1.165937509473656E-4
"7718,2858",2022-04-03,1.2179432641715868E-4
"7723,2858",2022-04-03,1.568599552382221E-4
"7728,2858",2022-04-03,1.9609449461163825E-4
"7733,2858",2022-04-03,2.115675862791248E-4
"7688,2863",2022-04-03,5.696281638372086E-5
"7693,2863",2022-04-03,6.647813632150276E-5
"7698,2863",2022-04-03,8.20758299161458E-5
"7703,2863",2022-04-03,9.356485959115523E-5
"7708,2863",2022-04-03,1.0491653831071661E-4
"7713,2863",2022-04-03,1.1351516001821919E-4
"7718,2863",2022-04-03,1.2911313611882312E-4
"7723,2863",2022-04-03,1.7918368040668864E-4
"7728,2863",2022-04-03,1.995751995284339E-4
"7733,2863",2022-04-03,1.9838100896588326E-4
"7693,2868",2022-04-03,5.832610047582298E-5
"7698,2868",2022-04-03,7.850526261461841E-5
"7703,2868",2022-04-03,8.921876014647312E-5
"7708,2868",2022-04-03,1.0089553703239792E-4
"7713,2868",2022-04-03,1.1901302839712735E-4
"7718,2868",2022-04-03,1.411268539885322E-4
"7723,2868",2022-04-03,1.5683973666092625E-4
"7728,2868",2022-04-03,1.6713781756744035E-4
"7733,2868",2022-04-03,1.7012701192287976E-4
"7693,2873",2022-04-03,6.301892402849871E-5
"7698,2873",2022-04-03,6.743248032725438E-5
"7703,2873",2022-04-03,6.92689410332876E-5
"7708,2873",2022-04-03,9.448890089493925E-5
"7713,2873",2022-04-03,1.1014192742069173E-4
"7718,2873",2022-04-03,1.2503213458731503E-4
"7723,2873",2022-04-03,1.2449134615315745E-4
"7728,2873",2022-04-03,1.2109360012780716E-4
"7733,2873",2022-04-03,1.2103898778301928E-4
"7693,2878",2022-04-03,6.129509610899942E-5
"7698,2878",2022-04-03,6.063482249641426E-5
"7703,2878",2022-04-03,7.013368014258253E-5
"7708,2878",2022-04-03,8.93755576663809E-5
"7713,2878",2022-04-03,1.0163085199664812E-4
"7718,2878",2022-04-03,9.448912096149796E-5
"7723,2878",2022-04-03,9.615423645209169E-5
"7728,2878",2022-04-03,9.446832923107065E-5
"7693,2883",2022-04-03,6.236482961657075E-5
"7698,2883",2022-04-03,6.88806931233685E-5
"7703,2883",2022-04-03,7.314465825847074E-5
"7708,2883",2022-04-03,7.499972566501197E-5
"7713,2883",2022-04-03,8.90450531025663E-5
"7718,2883",2022-04-03,7.751936197171649E-5
"7723,2883",2022-04-03,7.608908013097042E-5
"7703,2888",2022-04-03,5.822034951838979E-5
"7708,2888",2022-04-03,7.021046024414686E-5
"7713,2888",2022-04-03,8.020437606519455E-5
"7718,2888",2022-04-03,8.248560549849858E-5
"7723,2888",2022-04-03,8.246674223822961E-5
"7713,2843",2022-04-04,9.27468328266701E-5
"7718,2843",2022-04-04,9.173722841384858E-5
"7723,2843",2022-04-04,8.710005746148041E-5
"7708,2848",2022-04-04,9.52452127523758E-5
"7713,2848",2022-04-04,9.441491221533142E-5
"7718,2848",2022-04-04,9.907008433332511E-5
"7723,2848",2022-04-04,1.010248631735677E-4
"7728,2848",2022-04-04,1.227093316211117E-4
"7733,2848",2022-04-04,1.453221169947998E-4
"7688,2853",2022-04-04,5.8151140236684007E-5
"7693,2853",2022-04-04,5.865165063475131E-5
"7698,2853",2022-04-04,6.223482582177727E-5
"7703,2853",2022-04-04,6.506639330525202E-5
"7708,2853",2022-04-04,8.700137981803404E-5
"7713,2853",2022-04-04,1.0230554658438163E-4
"7718,2853",2022-04-04,1.1409440402638873E-4
"7723,2853",2022-04-04,1.272263844006996E-4
"7728,2853",2022-04-04,1.4705261118442848E-4
"7733,2853",2022-04-04,1.6218595768360407E-4
"7683,2858",2022-04-04,5.5294426332686916E-5
"7688,2858",2022-04-04,5.7803711384691506E-5
"7693,2858",2022-04-04,6.191318100141485E-5
"7698,2858",2022-04-04,6.621459752863009E-5
"7703,2858",2022-04-04,7.145387801235642E-5
"7708,2858",2022-04-04,8.821688320314146E-5
"7713,2858",2022-04-04,9.565197860656457E-5
"7718,2858",2022-04-04,1.1734410673779327E-4
"7723,2858",2022-04-04,1.376243306466705E-4
"7728,2858",2022-04-04,1.583560129169192E-4
"7733,2858",2022-04-04,1.774328160900518E-4
"7688,2863",2022-04-04,5.615240431485727E-5
"7693,2863",2022-04-04,6.118462253886832E-5
"7698,2863",2022-04-04,7.028439412223273E-5
"7703,2863",2022-04-04,7.72378780829333E-5
"7708,2863",2022-04-04,9.073982606300175E-5
"7713,2863",2022-04-04,9.501841495132798E-5
"7718,2863",2022-04-04,1.2293388837765446E-4
"7723,2863",2022-04-04,1.4769858075289405E-4
"7728,2863",2022-04-04,1.7338763817703647E-4
"7733,2863",2022-04-04,1.7708274678861438E-4
"7693,2868",2022-04-04,6.644270862482247E-5
"7698,2868",2022-04-04,7.286002424535653E-5
"7703,2868",2022-04-04,7.454534251802977E-5
"7708,2868",2022-04-04,7.547291798302472E-5
"7713,2868",2022-04-04,9.524358970479576E-5
"7718,2868",2022-04-04,1.2126891169750391E-4
"7723,2868",2022-04-04,1.4358316289778242E-4
"7728,2868",2022-04-04,1.4191467972159393E-4
"7733,2868",2022-04-04,1.2990135441250296E-4
"7693,2873",2022-04-04,6.99076750196431E-5
"7698,2873",2022-04-04,6.742244198043636E-5
"7703,2873",2022-04-04,6.990457839703383E-5
"7708,2873",2022-04-04,7.373099943984466E-5
"7713,2873",2022-04-04,9.174296306484665E-5
"7718,2873",2022-04-04,1.0774411888214865E-4
"7723,2873",2022-04-04,9.663831105560127E-5
"7728,2873",2022-04-04,9.612104030822838E-5
"7733,2873",2022-04-04,8.822849019187301E-5
"7693,2878",2022-04-04,6.623390840199921E-5
"7698,2878",2022-04-04,6.984555314016813E-5
"7703,2878",2022-04-04,6.728317285201619E-5
"7708,2878",2022-04-04,6.779732718165037E-5
"7713,2878",2022-04-04,8.135479209133016E-5
"7718,2878",2022-04-04,8.542363988851973E-5
"7723,2878",2022-04-04,7.81699350033934E-5
"7728,2878",2022-04-04,7.292298249391963E-5
"7693,2883",2022-04-04,5.310379894385121E-5
"7698,2883",2022-04-04,7.442050156087402E-5
"7703,2883",2022-04-04,7.350505472039984E-5
"7708,2883",2022-04-04,6.913661392305905E-5
"7713,2883",2022-04-04,7.198981580974406E-5
"7718,2883",2022-04-04,7.347244271755286E-5
"7723,2883",2022-04-04,6.686137404721442E-5
"7703,2888",2022-04-04,6.189023487191696E-5
"7708,2888",2022-04-04,5.8679963906920256E-5
"7713,2888",2022-04-04,6.705106809768738E-5
"7718,2888",2022-04-04,6.172982167805012E-5
"7723,2888",2022-04-04,6.004729673693419E-5
"7713,2843",2022-04-05,9.842660216051746E-5
"7718,2843",2022-04-05,1.091757682165517E-4
"7723,2843",2022-04-05,1.0499396312311863E-4
"7708,2848",2022-04-05,9.476456730157956E-5
"7713,2848",2022-04-05,1.0568338591835748E-4
"7718,2848",2022-04-05,1.1540235589438447E-4
"7723,2848",2022-04-05,1.2890232536071235E-4
"7728,2848",2022-04-05,1.3661215044736085E-4
"7733,2848",2022-04-05,1.3611893515982128E-4
"7688,2853",2022-04-05,4.862509744516549E-5
"7693,2853",2022-04-05,5.581359207034348E-5
"7698,2853",2022-04-05,6.309633295714857E-5
"7703,2853",2022-04-05,6.637893857376983E-5
"7708,2853",2022-04-05,8.737326235001436E-5
"7713,2853",2022-04-05,9.150592330612441E-5
"7718,2853",2022-04-05,1.1177948957499032E-4
"7723,2853",2022-04-05,1.3822427579328442E-4
"7728,2853",2022-04-05,1.502487960453515E-4
"7733,2853",2022-04-05,1.646027453734454E-4
"7683,2858",2022-04-05,3.817257966040937E-5
"7688,2858",2022-04-05,4.108349618382664E-5
"7693,2858",2022-04-05,4.838361082719031E-5
"7698,2858",2022-04-05,6.959000591995027E-5
"7703,2858",2022-04-05,7.642442189933754E-5
"7708,2858",2022-04-05,8.359392059340824E-5
"7713,2858",2022-04-05,1.0004188086507305E-4
"7718,2858",2022-04-05,1.1935453631794342E-4
"7723,2858",2022-04-05,1.380383293359603E-4
"7728,2858",2022-04-05,1.6552885643091755E-4
"7733,2858",2022-04-05,1.7825614891662088E-4
"7688,2863",2022-04-05,4.408257185128349E-5
"7693,2863",2022-04-05,5.0791905523974985E-5
"7698,2863",2022-04-05,6.486903680586411E-5
"7703,2863",2022-04-05,7.966886617661261E-5
"7708,2863",2022-04-05,9.106300256154869E-5
"7713,2863",2022-04-05,1.0234268454582877E-4
"7718,2863",2022-04-05,1.4299814197167525E-4
"7723,2863",2022-04-05,1.535943684936506E-4
"7728,2863",2022-04-05,1.6232293729771333E-4
"7733,2863",2022-04-05,1.7316155957464808E-4
"7693,2868",2022-04-05,5.085268706368385E-5
"7698,2868",2022-04-05,5.990165939105162E-5
"7703,2868",2022-04-05,6.884319060373073E-5
"7708,2868",2022-04-05,8.411949948644069E-5
"7713,2868",2022-04-05,1.0143544283684061E-4
"7718,2868",2022-04-05,1.3199237317544082E-4
"7723,2868",2022-04-05,1.3249337002639507E-4
"7728,2868",2022-04-05,1.3327541484894667E-4
"7733,2868",2022-04-05,1.366511764284516E-4
"7693,2873",2022-04-05,4.5738145020434844E-5
"7698,2873",2022-04-05,5.95893909819609E-5
"7703,2873",2022-04-05,7.344579180159335E-5
"7708,2873",2022-04-05,7.739081610615069E-5
"7713,2873",2022-04-05,9.002482647224676E-5
"7718,2873",2022-04-05,9.741446105643771E-5
"7723,2873",2022-04-05,9.53320619439069E-5
"7728,2873",2022-04-05,9.169449193406513E-5
"7733,2873",2022-04-05,9.38664555392295E-5
"7693,2878",2022-04-05,4.175606438483503E-5
"7698,2878",2022-04-05,5.2314627554381556E-5
"7703,2878",2022-04-05,5.905001697655789E-5
"7708,2878",2022-04-05,6.278721725952507E-5
"7713,2878",2022-04-05,6.727048099342796E-5
"7718,2878",2022-04-05,6.914783159255264E-5
"7723,2878",2022-04-05,6.80009922495217E-5
"7728,2878",2022-04-05,6.148941270991597E-5
"7693,2883",2022-04-05,3.276462348155983E-5
"7698,2883",2022-04-05,4.398881937910613E-5
"7703,2883",2022-04-05,5.771645542740883E-5
"7708,2883",2022-04-05,5.501291770040145E-5
"7713,2883",2022-04-05,4.46389739904343E-5
"7718,2883",2022-04-05,6.447741199998935E-5
"7723,2883",2022-04-05,6.183892773716941E-5
"7703,2888",2022-04-05,4.284318257469311E-5
"7708,2888",2022-04-05,5.185135197974558E-5
"7713,2888",2022-04-05,5.4974867023280556E-5
"7718,2888",2022-04-05,7.084461654485738E-5
"7723,2888",2022-04-05,6.15814757669079E-5
"7713,2843",2022-04-06,9.118797187438654E-5
"7718,2843",2022-04-06,9.489663865464696E-5
"7723,2843",2022-04-06,1.1119459055532669E-4
"7708,2848",2022-04-06,9.549903614537268E-5
"7713,2848",2022-04-06,9.639740127866429E-5
"7718,2848",2022-04-06,1.2570601791864327E-4
"7723,2848",2022-04-06,1.3211874101749611E-4
"7728,2848",2022-04-06,1.2218541676422057E-4
"7733,2848",2022-04-06,1.622456537030367E-4
"7688,2853",2022-04-06,6.674756501872758E-5
"7693,2853",2022-04-06,7.241575136820239E-5
"7698,2853",2022-04-06,7.242131371278584E-5
"7703,2853",2022-04-06,8.956682127129807E-5
"7708,2853",2022-04-06,9.356822420521589E-5
"7713,2853",2022-04-06,9.809664304622882E-5
"7718,2853",2022-04-06,1.3507528740113709E-4
"7723,2853",2022-04-06,1.3937319541814606E-4
"7728,2853",2022-04-06,1.538876633019424E-4
"7733,2853",2022-04-06,1.8338330177337215E-4
"7683,2858",2022-04-06,6.069246940501473E-5
"7688,2858",2022-04-06,6.541779395550517E-5
"7693,2858",2022-04-06,6.685373142848678E-5
"7698,2858",2022-04-06,7.294489561755355E-5
"7703,2858",2022-04-06,8.35623786455212E-5
"7708,2858",2022-04-06,8.737446331916075E-5
"7713,2858",2022-04-06,1.0618516721842208E-4
"7718,2858",2022-04-06,1.2747402965915296E-4
"7723,2858",2022-04-06,1.322679346698761E-4
"7728,2858",2022-04-06,1.6477457073463267E-4
"7733,2858",2022-04-06,1.828528655085686E-4
"7688,2863",2022-04-06,6.442372458858626E-5
"7693,2863",2022-04-06,6.523659776286195E-5
"7698,2863",2022-04-06,6.980308385142527E-5
"7703,2863",2022-04-06,7.549649988259232E-5
"7708,2863",2022-04-06,7.955548556712841E-5
"7713,2863",2022-04-06,1.1272042993345906E-4
"7718,2863",2022-04-06,1.2159278283955074E-4
"7723,2863",2022-04-06,1.2597228606210295E-4
"7728,2863",2022-04-06,1.5458364005548455E-4
"7733,2863",2022-04-06,1.6741692392906307E-4
"7693,2868",2022-04-06,6.078077467182776E-5
"7698,2868",2022-04-06,6.307380692731229E-5
"7703,2868",2022-04-06,6.545070229964169E-5
"7708,2868",2022-04-06,7.663860361503406E-5
"7713,2868",2022-04-06,1.0028231818562954E-4
"7718,2868",2022-04-06,1.0855432414316238E-4
"7723,2868",2022-04-06,1.0897958313788387E-4
"7728,2868",2022-04-06,1.128933001650448E-4
"7733,2868",2022-04-06,1.359023429024704E-4
"7693,2873",2022-04-06,6.12535329498787E-5
"7698,2873",2022-04-06,6.30240352685195E-5
"7703,2873",2022-04-06,6.315848612473608E-5
"7708,2873",2022-04-06,7.567820813679129E-5
"7713,2873",2022-04-06,8.823280330826377E-5
"7718,2873",2022-04-06,9.369556289299891E-5
"7723,2873",2022-04-06,8.703024613209608E-5
"7728,2873",2022-04-06,9.077192565902173E-5
"7733,2873",2022-04-06,9.501078482290638E-5
"7693,2878",2022-04-06,5.665773174573312E-5
"7698,2878",2022-04-06,5.9761618518338014E-5
"7703,2878",2022-04-06,6.130309079522891E-5
"7708,2878",2022-04-06,6.654826154841852E-5
"7713,2878",2022-04-06,7.246735414217802E-5
"7718,2878",2022-04-06,7.718448145706622E-5
"7723,2878",2022-04-06,6.793994370921414E-5
"7728,2878",2022-04-06,7.539461788259038E-5
"7693,2883",2022-04-06,5.1484657131966094E-5
"7698,2883",2022-04-06,4.9436832978630956E-5
"7703,2883",2022-04-06,5.591898292536313E-5
"7708,2883",2022-04-06,5.7545230397928795E-5
"7713,2883",2022-04-06,6.109036249881708E-5
"7718,2883",2022-04-06,6.43232187246377E-5
"7723,2883",2022-04-06,6.738642364064078E-5
"7703,2888",2022-04-06,5.495079774226154E-5
"7708,2888",2022-04-06,5.8532050409592775E-5
"7713,2888",2022-04-06,5.770532207165013E-5
"7718,2888",2022-04-06,4.657636853711014E-5
"7723,2888",2022-04-06,5.06550500901149E-5
"7713,2843",2022-04-06,9.262310339476111E-5
"7718,2843",2022-04-06,1.0495933616688779E-4
"7723,2843",2022-04-06,1.0700417585766282E-4
"7708,2848",2022-04-06,8.865019910527495E-5
"7713,2848",2022-04-06,9.31570689699614E-5
